101	227	3
53	228	3
12	57	4
146	103	1
147	229	5
57	230	5
117	12	3
148	32	4
64	231	5
149	232	1
150	94	5
151	67	3
21	13	5
152	146	4
71	24	4
153	52	2
76	233	3
31	157	5
36	234	2
42	235	1
59	236	3
119	237	3
77	78	5
154	115	4
42	238	4
155	239	5
56	26	3
156	224	3
31	198	3
132	240	5
25	119	3
157	241	4
158	242	5
155	243	5
153	244	2
4	161	3
71	173	4
59	245	5
132	239	5
159	169	4
77	69	2
160	240	5
13	41	5
161	246	5
162	247	3
163	212	3
92	248	4
36	249	1
163	222	3
119	250	4
119	251	4
163	252	5
131	229	3
91	253	4
92	243	4
154	145	2
31	254	3
31	255	3
164	256	1
96	257	3
71	258	3
150	259	3
24	260	4
16	261	5
165	262	3
166	263	2
167	264	5
68	265	4
38	148	4
168	266	1
28	267	3
72	268	4
59	217	5
169	269	3
12	78	2
134	270	5
81	271	4
115	65	4
66	77	3
24	272	4
170	218	3
171	2	4
53	273	3
13	103	5
132	274	5
172	275	3
84	276	4
84	277	3
173	278	5
148	279	3
71	104	3
55	14	3
122	158	4
129	280	2
174	281	4
122	282	2
23	283	3
84	284	4
9	285	4
106	286	2
91	287	3
117	288	3
40	289	3
175	252	3
171	290	4
99	145	3
176	291	5
177	103	5
59	215	2
18	292	3
20	293	4
24	294	4
24	295	4
101	296	5
91	7	4
111	297	3
129	298	5
105	299	3
155	60	5
178	290	3
179	300	5
20	301	3
168	141	2
26	302	1
101	303	1
39	304	4
20	305	3
148	137	2
124	306	3
27	307	3
59	308	4
48	309	4
180	310	3
118	311	5
181	312	5
4	308	3
76	313	4
99	125	4
128	314	2
130	274	5
68	315	2
182	316	3
145	317	3
46	318	4
170	319	4
31	320	4
183	21	3
66	233	2
71	321	4
111	315	3
69	119	5
104	322	5
29	323	2
59	92	4
53	324	5
112	325	4
127	304	5
98	326	5
184	327	3
104	59	4
154	54	2
92	69	4
185	217	4
36	328	1
19	329	4
83	330	4
42	272	3
61	331	5
36	332	2
21	333	3
43	25	5
82	183	3
82	334	4
175	121	4
66	335	3
59	336	3
104	312	4
12	61	5
186	337	2
47	84	1
73	291	3
187	338	2
139	35	4
101	339	2
103	340	2
83	341	5
188	23	5
42	342	2
189	149	4
190	99	4
133	79	4
166	343	4
36	344	1
64	345	5
119	60	4
16	346	4
23	347	3
160	348	4
71	349	2
141	202	4
69	350	3
191	255	4
16	351	3
192	352	4
54	353	3
7	267	4
39	259	3
193	354	3
194	79	4
101	31	5
181	136	5
137	355	3
195	356	4
54	357	5
52	241	4
33	358	5
64	63	4
23	244	3
94	96	3
13	359	5
160	119	4
163	360	4
28	361	2
59	77	4
6	22	3
196	362	4
11	363	4
44	364	2
131	365	5
28	366	3
73	367	3
66	368	4
74	369	3
144	102	4
16	114	4
118	370	2
54	80	3
197	371	2
186	372	4
15	173	4
146	373	3
91	374	2
198	86	2
117	199	3
92	375	1
91	376	1
199	303	3
200	377	1
68	77	4
183	378	4
130	312	2
201	87	4
146	269	3
38	379	4
38	380	3
20	360	4
36	381	1
176	382	1
69	383	3
94	384	5
40	385	5
177	5	3
38	386	3
24	67	4
195	387	4
202	388	4
111	389	2
182	390	3
86	391	3
203	392	4
36	393	1
142	394	4
20	395	3
81	396	4
146	397	4
92	37	5
204	398	2
4	7	4
81	361	3
35	87	3
9	310	3
21	93	5
176	13	2
205	53	4
206	243	3
207	101	3
76	399	2
31	250	4
54	319	3
81	340	2
24	400	3
53	365	3
91	401	4
117	402	4
116	403	3
120	404	5
96	243	2
11	298	4
38	14	3
36	403	1
208	405	3
48	303	4
209	279	4
210	244	4
60	242	4
24	406	5
211	407	2
101	236	4
144	364	3
71	311	3
105	408	3
101	409	1
59	410	4
203	365	5
101	226	4
185	411	5
212	197	5
120	26	3
139	412	5
84	197	2
71	413	2
167	414	3
40	210	4
3	415	3
134	416	3
96	417	1
76	418	4
101	30	1
10	32	5
65	419	4
6	53	4
213	332	1
214	145	1
215	114	5
216	420	5
217	421	4
137	339	4
40	50	5
212	53	4
218	281	3
44	422	1
59	423	1
38	424	4
4	325	2
64	217	5
219	1	5
11	88	4
38	425	4
141	187	4
220	182	4
71	65	3
206	316	5
61	259	5
120	310	4
56	18	5
119	180	5
59	426	4
221	361	4
121	246	1
222	95	4
206	427	3
4	378	4
223	428	4
39	429	4
48	112	4
48	365	3
25	163	3
20	430	3
34	13	5
182	190	2
186	140	5
101	239	2
117	431	3
94	432	4
122	433	3
56	434	5
44	435	2
55	227	4
162	41	3
118	190	4
66	144	3
36	366	2
104	182	1
66	436	2
57	437	5
44	438	4
224	303	5
225	439	5
115	10	4
112	440	1
180	441	3
146	333	4
170	277	4
81	442	5
226	443	4
112	444	2
3	445	5
227	51	4
74	409	5
38	318	4
71	322	5
54	446	4
23	261	4
119	200	5
24	447	3
228	167	4
71	448	3
36	404	4
13	230	5
20	449	4
4	450	4
81	87	5
229	167	5
181	103	4
178	145	4
76	451	4
230	421	4
207	452	2
106	2	4
12	222	5
231	41	3
3	329	4
20	201	4
63	99	3
121	87	3
111	453	4
91	454	3
224	137	4
39	455	5
111	339	2
132	400	5
197	456	3
33	457	4
66	59	4
185	458	5
120	459	5
232	30	4
20	189	3
206	70	2
24	360	5
38	240	5
142	460	3
17	461	4
103	434	3
97	416	2
42	131	3
36	462	2
139	436	4
181	202	4
139	463	4
42	464	4
233	465	3
234	197	5
152	438	2
69	58	3
96	279	3
38	53	5
59	307	5
209	148	3
128	466	4
64	60	5
71	38	4
235	467	5
72	404	3
204	96	3
36	345	1
127	329	4
99	468	4
59	469	1
8	340	2
56	470	3
158	82	4
19	471	5
111	107	3
97	472	3
20	406	3
236	118	3
180	380	5
152	473	3
237	437	4
123	474	5
87	446	5
238	61	4
239	118	3
196	475	4
27	424	3
158	162	3
81	476	5
2	477	5
93	466	5
215	478	5
39	437	5
106	479	2
11	209	1
56	197	4
48	480	4
103	4	2
158	6	5
89	411	2
120	337	4
177	188	1
12	481	4
81	158	3
36	482	1
139	483	4
15	192	4
129	112	4
195	484	3
114	485	1
122	201	5
20	486	3
39	106	5
55	232	5
240	487	1
93	459	5
220	488	4
18	162	3
91	297	3
22	489	4
241	50	4
203	41	5
36	490	1
131	2	4
81	409	4
36	491	2
12	241	4
138	492	4
227	493	2
66	404	5
176	494	1
4	369	1
36	137	4
187	495	4
238	427	2
93	155	5
4	257	4
119	7	4
159	87	5
23	17	2
91	496	3
12	208	4
185	131	5
82	400	5
68	404	3
11	438	2
48	115	4
18	95	4
111	135	3
225	57	5
38	96	4
152	184	4
122	303	3
125	171	1
9	497	4
242	498	3
183	499	4
171	262	3
39	284	5
53	500	5
167	140	5
40	501	3
176	502	4
89	503	4
18	504	3
39	114	5
147	388	5
221	99	5
25	505	4
132	35	5
53	145	4
227	497	3
57	506	4
99	507	4
210	358	4
196	424	5
127	483	5
41	52	3
16	457	5
68	284	3
243	508	1
168	405	2
81	509	5
10	510	4
76	511	1
12	154	4
71	395	3
145	380	5
56	85	3
117	163	4
68	241	3
182	356	1
203	75	2
4	512	3
10	405	2
136	176	4
118	155	3
27	59	1
168	513	4
176	514	5
190	405	4
115	181	5
52	13	4
88	193	3
159	32	5
108	78	5
128	245	4
10	158	2
244	167	5
92	112	4
9	68	4
163	515	2
12	289	5
76	516	3
118	10	5
195	171	5
245	49	3
246	517	2
73	254	3
42	507	5
223	53	5
204	118	3
58	97	2
170	365	4
36	166	1
182	477	4
103	518	3
104	221	3
71	124	1
63	230	3
166	519	4
150	97	3
98	520	5
148	308	3
108	365	1
111	521	4
29	300	4
240	142	4
15	186	4
112	522	1
47	88	5
230	523	5
57	503	4
54	202	4
103	183	3
128	152	5
66	524	2
39	525	3
55	206	2
43	526	4
119	527	2
20	441	2
71	528	5
247	240	5
39	198	3
96	217	3
125	201	3
1	529	4
120	530	4
96	531	3
39	532	2
118	533	4
219	217	4
76	393	5
24	534	3
132	390	5
179	180	3
175	535	4
77	217	5
207	347	4
100	365	3
93	536	3
248	433	3
249	141	4
126	25	4
177	185	4
176	151	5
76	537	3
185	538	5
222	488	5
145	218	4
16	209	4
2	306	1
194	293	3
168	132	2
91	167	3
185	35	5
177	539	5
206	25	4
119	141	3
15	521	1
16	540	1
61	541	4
86	158	4
185	542	5
10	192	3
140	543	4
103	402	4
88	544	3
163	296	3
47	377	1
59	545	2
42	82	4
59	546	1
141	547	3
155	183	4
71	548	3
76	549	4
209	357	2
103	480	3
185	30	3
59	550	4
18	173	3
229	551	5
182	186	3
203	162	4
53	111	2
249	187	3
137	552	3
11	357	5
86	30	3
187	553	4
98	466	5
81	298	5
117	554	3
143	555	2
216	51	5
148	545	3
227	32	5
240	262	4
117	556	4
101	351	1
12	557	5
39	213	3
120	13	5
14	248	5
185	503	5
192	548	4
145	557	2
46	558	3
91	559	2
100	404	4
148	7	4
79	560	3
19	561	4
127	93	1
137	418	4
227	503	4
31	562	4
208	98	5
4	162	4
148	195	2
250	152	4
86	24	2
4	194	4
116	553	4
130	433	3
251	100	1
247	255	5
84	204	3
144	563	3
134	564	3
20	47	2
52	233	3
69	149	3
42	51	3
211	414	1
59	53	5
122	209	2
230	358	5
249	477	4
170	553	4
225	155	4
38	498	4
77	565	1
54	30	4
128	115	4
36	566	3
182	294	4
122	567	3
222	167	4
138	568	5
252	569	2
62	157	5
203	570	5
253	571	4
8	321	4
41	492	4
254	63	4
105	572	3
11	10	2
19	545	4
100	573	4
69	574	2
122	391	3
18	360	4
182	321	3
216	303	4
145	90	5
36	214	1
214	178	4
73	285	4
24	575	4
146	576	4
145	30	3
55	577	4
83	248	2
74	358	5
2	578	4
255	439	4
133	579	3
112	580	1
19	415	3
256	190	5
77	581	2
39	536	5
38	136	5
128	348	5
27	582	3
257	102	1
11	2	3
106	583	3
111	154	3
122	198	2
249	584	5
12	470	3
76	368	5
38	6	5
11	575	4
68	62	1
128	321	4
28	50	5
132	186	5
145	505	2
81	585	5
103	87	2
56	32	4
16	529	4
224	358	5
168	586	3
91	587	4
163	32	4
69	588	3
232	506	4
115	589	3
209	590	1
13	336	4
42	578	1
155	13	5
39	265	3
1	378	4
167	67	3
54	54	4
118	532	4
92	357	4
130	591	3
39	200	3
12	592	5
109	177	4
24	593	4
246	565	2
96	132	1
24	315	4
53	182	1
183	594	3
77	132	2
258	154	4
176	498	4
191	492	4
122	204	3
86	122	3
258	281	3
14	424	4
36	134	1
152	445	2
259	595	3
211	78	2
260	596	4
63	597	2
145	87	4
38	314	4
23	598	4
69	332	2
31	599	2
119	338	4
197	152	4
192	161	4
19	88	4
39	9	5
140	146	4
10	600	4
261	601	3
141	141	4
163	602	4
262	11	3
18	263	1
25	209	4
52	11	4
10	95	4
26	603	1
249	315	4
3	47	3
97	604	3
117	605	3
114	53	5
176	460	1
36	606	1
97	102	3
263	2	5
71	409	5
264	170	4
130	607	4
265	472	5
59	453	3
93	158	4
16	545	4
132	218	2
159	291	5
232	141	5
127	201	5
60	562	5
111	608	2
19	69	5
20	453	3
185	103	5
121	609	3
91	527	2
266	218	4
63	58	3
96	35	4
77	610	3
206	303	3
267	207	1
48	276	4
144	611	4
40	612	5
193	609	3
154	158	5
24	102	4
222	613	4
225	78	3
215	497	5
44	384	4
20	32	4
18	558	3
91	614	4
17	284	4
255	50	4
97	240	5
157	1	3
63	615	3
47	83	4
128	616	4
117	105	4
98	294	5
118	486	5
53	146	4
125	368	1
4	528	3
83	54	4
99	14	3
191	372	5
56	617	2
34	618	5
17	619	4
172	145	3
71	191	2
268	117	3
269	340	1
238	83	5
106	209	1
16	184	4
228	620	5
253	498	5
270	621	1
120	373	3
93	69	4
246	141	4
236	237	4
91	102	4
117	611	3
186	53	5
16	622	1
110	623	5
18	255	4
152	614	4
120	514	4
97	624	3
36	625	1
141	149	4
66	591	4
225	103	5
89	322	5
4	89	5
178	269	4
6	85	4
68	475	4
203	599	3
132	94	5
130	626	5
36	627	1
77	554	3
13	434	5
232	11	3
145	51	4
255	221	5
130	298	5
88	202	3
9	175	5
239	158	5
93	414	4
2	628	3
141	568	4
140	97	4
168	488	2
255	222	2
119	13	4
263	145	1
203	136	4
120	629	3
91	630	5
231	631	4
138	102	5
111	194	2
38	36	3
128	632	3
111	633	3
71	634	3
76	218	4
112	635	1
164	609	4
155	636	5
115	180	3
59	637	5
55	348	5
40	513	5
36	99	3
154	510	4
8	208	3
20	183	3
23	337	2
114	25	3
82	102	5
33	97	3
210	638	2
94	395	2
268	244	5
170	524	3
60	600	4
183	480	2
112	25	4
38	241	5
11	480	5
185	356	5
69	639	3
117	30	5
94	424	4
229	274	5
247	615	5
76	640	3
270	118	1
162	341	3
75	641	4
63	642	1
47	31	3
185	259	3
29	251	5
109	633	4
16	643	2
131	644	5
93	226	3
14	321	5
197	166	4
23	414	2
78	339	3
9	157	3
115	473	3
96	253	1
182	645	4
122	87	4
66	646	1
182	25	4
121	13	3
89	277	5
16	647	4
208	84	5
18	251	2
66	47	3
158	530	3
4	265	3
174	252	2
202	596	3
177	2	3
271	358	4
103	648	3
139	550	4
36	25	3
262	178	4
76	103	4
119	649	5
115	357	4
38	202	4
55	146	5
174	192	1
104	433	4
127	261	5
92	436	4
19	650	5
52	97	4
207	131	5
122	651	2
84	217	3
112	652	3
224	176	5
137	136	5
227	143	2
130	64	5
260	140	5
42	94	3
47	18	1
73	408	4
53	173	4
163	29	3
71	34	4
26	457	5
53	545	2
168	653	3
6	654	3
179	655	3
39	656	2
105	134	5
111	634	1
272	29	4
16	657	4
14	658	5
20	106	3
255	603	5
24	245	3
20	659	4
211	26	3
186	69	5
44	558	3
183	593	5
103	360	5
185	406	3
53	80	4
118	177	3
82	54	5
175	648	1
59	113	3
170	222	5
143	140	3
14	18	5
91	121	4
59	660	1
127	661	3
187	662	4
119	663	5
264	289	4
134	243	4
181	305	4
134	166	3
105	141	1
103	433	3
16	664	3
273	572	1
10	455	5
36	414	1
76	208	5
16	665	4
163	255	4
274	666	5
249	409	3
265	597	4
59	404	5
99	76	4
89	196	2
166	151	3
11	61	2
206	190	5
125	667	3
73	668	5
91	212	3
275	669	2
227	477	4
226	392	3
103	320	4
207	658	3
163	109	5
130	632	3
81	73	4
73	544	3
168	88	1
254	670	4
36	484	1
238	141	4
38	303	4
3	158	5
137	232	4
112	32	3
24	27	4
61	97	5
159	671	5
65	97	4
66	427	2
50	179	4
69	515	1
13	187	5
59	672	3
120	374	4
193	306	4
139	162	4
28	673	5
139	182	4
168	484	1
237	674	5
101	675	1
29	259	5
90	255	4
43	351	1
33	101	3
201	199	5
15	275	3
77	676	2
262	677	3
187	50	3
129	678	5
193	178	3
163	10	5
191	104	5
71	578	2
54	472	4
84	360	5
91	343	5
44	285	5
7	390	5
253	44	3
59	679	3
200	609	2
189	680	2
25	25	5
276	681	5
130	391	4
163	466	3
227	608	3
277	140	4
152	619	3
278	682	4
54	67	5
181	71	5
91	683	4
13	299	3
201	24	4
76	23	4
77	409	5
279	218	5
199	192	5
146	684	4
141	2	4
130	111	5
27	52	3
20	685	2
46	166	2
240	99	4
182	158	5
71	686	2
213	61	4
186	302	2
154	378	4
164	44	1
16	216	1
272	653	4
130	620	5
213	44	5
269	78	5
33	202	3
183	251	4
78	157	4
87	687	3
85	121	4
115	663	5
128	232	5
81	688	5
20	689	4
55	54	5
116	98	3
223	502	4
125	32	4
137	348	4
280	357	3
71	690	4
66	312	5
281	167	4
197	98	5
62	595	3
163	691	4
61	83	3
66	572	5
99	248	4
71	19	4
177	653	4
66	194	3
134	648	3
42	591	2
42	245	2
146	268	3
84	239	4
141	647	3
194	661	5
81	360	4
282	142	3
226	692	3
243	532	1
159	693	4
114	210	3
10	187	4
162	13	3
122	560	4
170	357	3
103	694	4
27	85	3
152	350	5
145	434	4
81	226	5
84	695	5
117	423	1
48	696	3
81	118	3
36	697	1
227	57	3
72	325	4
42	4	2
18	698	4
53	17	3
119	254	4
193	262	3
161	421	5
88	699	3
61	700	5
43	185	4
177	400	3
26	55	5
240	12	4
76	254	4
100	176	4
283	701	2
284	32	5
52	87	5
87	18	4
285	614	4
23	434	4
18	187	3
43	96	5
20	670	4
76	683	1
55	503	4
36	181	1
76	702	2
106	338	5
155	703	5
93	27	4
66	167	3
79	463	3
59	292	3
97	608	3
39	644	3
193	704	3
286	6	4
239	705	2
101	433	4
71	706	4
96	159	4
76	707	3
56	98	4
77	564	5
163	457	2
106	85	3
174	669	1
249	481	4
80	708	3
24	709	4
77	395	5
117	710	3
117	495	3
228	61	2
46	178	3
106	711	3
240	653	3
215	356	5
117	631	4
168	428	3
42	712	3
173	232	4
21	713	5
16	364	3
47	358	5
220	134	5
66	277	2
271	447	5
270	714	1
91	465	1
53	715	4
287	716	3
97	717	3
10	243	3
227	317	4
111	718	3
97	719	4
141	90	3
132	217	5
97	428	2
69	101	4
11	101	5
91	5	4
59	575	4
169	720	5
27	457	2
128	405	2
19	210	5
255	472	4
283	242	5
19	424	4
120	162	5
182	434	4
88	431	2
53	636	4
44	721	3
187	54	5
247	227	2
66	722	3
24	393	4
31	466	4
141	723	4
152	47	4
101	656	2
24	724	3
80	104	3
15	255	4
166	58	5
80	645	4
157	361	2
42	461	3
103	154	4
179	209	5
163	725	3
225	212	5
9	230	1
170	243	4
194	364	1
18	726	3
174	507	4
38	142	4
86	210	4
241	708	4
64	274	5
194	217	4
109	300	3
288	26	2
162	121	3
112	727	3
116	182	2
111	728	2
38	729	3
59	372	5
39	206	4
92	695	4
168	210	3
69	463	3
118	87	5
81	717	3
148	192	3
3	619	5
255	730	5
122	731	3
94	138	5
188	732	4
222	408	4
144	732	1
56	312	3
77	532	3
64	563	3
97	404	3
49	578	2
102	733	4
185	391	5
255	734	5
66	69	3
50	365	2
227	136	3
27	395	3
46	208	5
25	658	4
110	432	3
210	50	5
64	262	4
8	619	5
42	64	3
119	325	3
141	735	5
39	406	5
20	101	4
53	578	3
59	555	2
10	736	5
96	134	4
182	684	5
9	358	5
240	89	3
262	328	4
63	390	2
66	406	3
42	192	2
91	391	5
209	23	4
4	578	2
249	114	3
36	737	1
193	738	3
16	480	4
186	104	4
195	44	4
289	105	3
133	472	4
130	112	5
183	312	4
81	719	2
193	270	4
19	739	3
11	84	3
1	523	3
16	468	2
106	740	5
144	467	4
16	312	5
12	89	4
19	233	4
196	548	4
68	124	1
38	741	5
79	742	3
62	669	3
38	743	2
39	220	5
83	346	4
286	28	2
20	744	2
290	648	3
55	168	2
30	307	3
52	158	5
115	100	5
146	194	3
181	619	4
291	745	2
122	317	3
265	746	4
83	86	4
97	202	3
25	162	4
91	747	4
53	521	5
262	648	4
16	534	4
84	748	3
101	182	3
126	123	1
63	517	2
14	241	5
222	276	4
98	329	1
196	79	4
38	749	3
47	555	2
24	304	4
16	750	2
15	377	2
6	351	4
93	97	4
282	433	4
166	274	4
101	503	4
56	113	5
69	157	3
44	209	5
162	137	4
66	438	3
46	34	4
61	751	5
59	609	3
84	116	4
66	309	4
68	318	3
227	507	5
181	274	4
42	466	3
76	157	3
60	100	4
291	523	5
209	210	4
292	752	5
253	158	4
16	753	3
50	278	4
11	613	4
54	754	4
38	718	3
293	116	2
106	210	4
181	141	3
294	154	5
66	755	4
46	588	4
97	756	3
1	432	5
122	757	3
118	758	2
38	759	4
178	720	5
227	370	3
36	760	1
175	578	3
295	499	5
249	761	3
227	694	5
49	12	5
271	657	4
53	369	5
42	293	2
89	50	5
46	668	4
12	762	5
73	549	3
39	183	4
66	763	3
29	217	5
285	190	4
73	522	3
55	148	4
201	615	2
69	764	3
19	367	4
68	765	3
106	214	4
71	766	4
125	541	2
111	25	3
53	245	5
174	94	4
130	767	4
23	182	1
236	49	4
287	623	5
145	357	3
282	362	4
154	162	4
97	338	2
296	100	4
171	756	3
254	671	4
39	104	4
48	275	3
100	298	5
91	368	5
94	250	3
185	768	5
81	661	5
292	571	5
246	2	5
164	361	5
170	191	3
260	158	4
15	60	1
103	233	3
31	180	5
77	769	1
134	190	5
117	293	3
285	404	3
208	515	2
72	770	4
12	147	3
13	614	2
112	343	4
29	141	4
10	241	4
152	550	3
145	499	4
83	771	4
62	772	2
89	140	5
154	773	3
31	774	4
144	7	3
38	775	1
63	657	1
66	614	3
188	653	5
197	141	5
38	544	3
104	96	3
12	776	5
123	274	4
223	596	4
176	777	1
117	309	3
71	778	2
119	779	4
64	780	4
106	544	1
227	76	3
136	105	4
92	183	3
130	218	5
232	356	5
25	712	2
104	443	4
175	53	5
24	781	3
101	338	4
86	50	1
145	105	4
9	237	5
297	644	3
177	77	3
298	131	5
70	96	4
18	48	4
174	217	5
201	782	3
62	472	4
185	360	5
111	364	2
299	351	3
42	484	3
202	783	4
159	321	4
234	190	5
203	180	4
66	62	4
286	784	4
151	334	3
72	83	4
123	785	3
112	93	5
132	527	3
179	366	4
48	648	3
300	720	5
179	581	3
159	499	5
101	122	2
69	100	5
101	786	4
131	98	3
176	32	5
16	94	5
59	787	4
265	27	5
130	17	5
203	284	5
42	83	3
25	788	4
159	382	5
118	317	5
113	670	3
16	623	5
255	404	3
130	773	1
11	158	5
64	282	4
158	113	5
47	365	5
19	197	3
69	176	2
36	789	1
263	396	1
128	86	4
97	493	4
8	167	4
63	341	3
241	358	4
91	185	5
69	622	1
162	152	2
72	790	3
42	564	4
265	791	2
84	84	4
265	696	1
115	17	4
122	48	4
249	103	5
176	586	1
166	23	4
76	792	4
20	403	2
155	74	5
159	694	4
14	457	5
42	157	4
112	415	2
163	53	4
168	657	1
148	459	3
222	492	5
38	369	4
76	793	3
82	192	5
176	794	1
132	121	3
276	421	5
19	306	4
78	27	3
236	716	2
19	121	4
39	633	3
36	40	1
145	212	3
24	143	4
55	343	5
34	218	5
176	341	3
53	795	3
299	132	3
48	94	4
2	747	5
23	796	4
40	138	5
88	595	4
182	797	1
35	306	1
72	608	3
36	44	3
122	548	4
242	583	3
126	613	5
91	503	5
61	13	4
4	435	4
38	31	4
81	745	2
20	60	4
254	567	4
82	798	4
134	799	2
301	11	2
245	140	4
258	244	4
302	240	5
161	586	3
203	386	4
23	674	4
39	711	5
148	233	3
93	306	5
19	196	4
73	393	5
53	290	3
98	800	1
18	30	3
62	248	4
265	425	4
42	274	4
163	527	3
18	587	4
234	753	2
2	801	3
36	42	2
108	210	3
12	384	3
284	381	4
206	311	4
59	134	4
303	190	4
160	245	3
279	261	3
220	1	5
183	802	4
16	29	3
86	119	5
123	530	5
304	338	4
250	614	3
23	803	2
68	804	3
39	191	4
305	653	4
185	189	5
299	84	4
117	805	5
81	265	5
28	60	3
306	140	4
36	596	1
6	504	3
168	44	2
56	362	4
36	583	1
307	61	1
19	699	4
126	424	5
9	360	4
163	310	4
91	806	3
152	677	4
39	755	5
98	78	4
152	483	5
42	807	4
38	616	1
37	808	4
135	185	1
162	351	3
28	197	3
148	231	4
148	322	3
11	809	4
203	30	4
182	810	3
194	241	5
128	24	3
268	811	5
117	118	1
183	671	5
121	782	1
4	218	5
39	812	4
149	185	1
139	813	5
69	61	3
127	814	2
76	486	3
264	670	3
129	171	4
101	513	5
4	574	4
84	177	3
296	488	3
220	410	3
15	49	3
62	337	4
77	205	4
103	29	2
193	210	2
124	27	4
291	188	1
77	815	4
229	180	4
29	360	5
239	18	5
51	816	5
174	586	4
96	147	2
63	817	5
218	270	2
116	87	3
145	88	3
4	818	3
121	275	1
12	277	4
96	657	3
22	718	3
47	53	5
120	54	2
69	5	3
39	819	3
81	285	4
308	356	3
96	64	3
99	104	4
40	361	4
177	59	5
62	132	3
44	232	2
11	614	4
301	624	4
59	820	1
111	821	1
115	781	3
84	268	2
144	461	3
131	154	4
139	338	5
18	78	3
18	232	2
227	115	5
43	11	4
33	232	4
97	103	4
76	538	5
33	529	3
77	529	5
9	170	4
101	352	5
38	572	5
301	154	4
155	158	5
115	822	4
54	755	4
15	611	3
127	558	5
4	823	5
79	355	2
60	343	4
53	320	3
195	824	4
59	9	1
56	192	4
40	752	4
149	825	3
61	320	4
127	504	1
28	358	4
243	395	3
227	162	5
39	670	5
39	190	5
64	507	3
53	747	3
249	578	2
20	457	3
10	57	2
9	342	1
219	453	3
281	752	5
59	724	5
2	152	4
10	90	4
101	232	2
167	653	3
102	286	4
112	297	4
36	826	3
79	459	3
71	827	2
112	147	2
12	158	4
168	383	3
16	204	4
139	557	4
42	471	2
59	361	2
163	50	5
97	828	3
20	829	3
119	240	5
309	111	3
255	674	5
122	830	2
97	461	3
